Marca temporal,Puntuación,"¿Cuál es tu edad?
",¿Cuál es tu género?,¿Cuál es tu ocupación?,¿Cuál es el máximo nivel educativo que alcanzaste?,Los dinosaurios se extinguieron porque cayó un meteorito. ,"No percibimos ningún movimiento, por lo tanto la Tierra no se mueve.","Cuando pateamos un penal siempre hay que prestarle mucha atención al pie de apoyo: lo dice Messi, que es un especialista en esto. ","A diferencia de los planetas, las estrellas tienen luz propia.","El pasto es verde, así que los animales herbívoros seguramente se alimentan de él.",Jorge está ahorrando porque quiere irse de vacaciones. ,"Todos los metales se dilatan con el calor. El hierro se dilata con el calor, por lo tanto el hierro es un metal. ","El problema de los discursos anticientíficos es una preocupación urgente a nivel internacional, puesto que estudios en distintos países mostraron que cada vez más gente descree de las vacunas. ","No debemos vacunarnos contra el COVID-19 porque Lucía Langer, médica inmunóloga del Hospital Italiano, afirmó que esas vacunas tienen “hidróxido de grafeno” y “el grafeno se utiliza para controlar a la gente”. ","En Brasil se habla portugués, así que seguramente fue colonia portuguesa. ","Mi abuela siempre me dijo: el mate sin edulcorante, y las tortas fritas con azúcar.","El perro, el gato, la vaca, los ratones son mamíferos y tienen cuatro patas; por lo tanto, todos los mamíferos tenemos cuatro patas. ","El fútbol es pasión de multitudes; por lo tanto, seguramente se juega con una pelota redonda. ","Como Messi nació en Roma y Roma queda en Italia, Messi nació en Italia. ","1) El continente americano fue descubierto porque Colón buscaba una nueva vía hacia las Indias. Por lo tanto, una casualidad tuvo una importancia crucial para la historia moderna.",2)	El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN: la estructura fue elucidada porque Franklin era una gran cristalógrafa. ,"3) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados, porque Newton pudo hacer descubrimientos espectaculares en buena medida gracias a las contribuciones previas de Kepler y Galileo.",4) Como defensores de la vida y la libertad tenemos la obligación de decir esto: cientos de personas en todo el mundo murieron porque se les inoculó el veneno experimental de Soros y Bill Gates. Este veneno debería ser prohibido.,"5) Nuestra alimentación y la actividad física son muy importantes para nuestro desarrollo, así que tenemos que tratar de comer variado y de hacer mucho deporte.","6) El hierro, un elemento abundante en la corteza terrestre, es un metal, al igual que el cobre y la plata, con lo cual seguramente se dilata al ser calentado."
18/07/2022 15:06:04,,33,Varón,Diseñador Industrial,Universitario de grado completo,Es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,a) Este veneno debería ser prohibido.,Tenemos que tratar de comer variado y de hacer mucho deporte.,El hierro se dilata al ser calentado
18/07/2022 15:07:49,,50,Varón,Empleado,Secundario incompleto,Es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,c) Se les inoculó el veneno experimental de Soros y Bill Gates.,Nuestra alimentación y la actividad física son muy importantes para nuestro desarrollo.,El hierro es un metal al igual que el cobre y la plata
18/07/2022 15:07:54,,45,Varón,Programador ,Universitario de grado completo,No es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,a) Este veneno debería ser prohibido.,Tenemos que tratar de comer variado y de hacer mucho deporte.,El hierro es un metal al igual que el cobre y la plata
18/07/2022 15:08:07,,39,Mujer,Directora de Escuela,Posgrado completo,No es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,d) Porque se les inoculó el veneno experimental de Soros y Bill Gates.,Tenemos que tratar de comer variado y de hacer mucho deporte.,El cobre y la plata son metales
18/07/2022 15:08:09,,30,Varón,Desarrollador de software,Universitario de grado incompleto,No es un argumento,Es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,a) Este veneno debería ser prohibido.,Tenemos que tratar de comer variado y de hacer mucho deporte.,El hierro se dilata al ser calentado
18/07/2022 15:08:56,,43,Mujer,Traductora,Posgrado incompleto,Es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,a) Este veneno debería ser prohibido.,Tenemos que tratar de comer variado y de hacer mucho deporte.,El hierro se dilata al ser calentado
18/07/2022 15:15:32,,33,Mujer,Abogada,Posgrado completo,Es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,e) Tenemos la obligación de decir esto.,Nuestra alimentación y la actividad física son muy importantes.,El hierro se dilata al ser calentado
18/07/2022 15:15:51,,26,Varón,Estudiante universitario,Universitario de grado incompleto,No es un argumento,Es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,b) El continente americano fue descubierto,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,a) Este veneno debería ser prohibido.,Tratar de comer variado y hacer mucho deporte.,El hierro se dilata al ser calentado
18/07/2022 15:17:36,,26,Mujer,Estudiante y becaria,Universitario de grado completo,Es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,a) Este veneno debería ser prohibido.,Nuestra alimentación y la actividad física son muy importantes para nuestro desarrollo.,El hierro es un metal
18/07/2022 15:22:39,,40,Varón,Técnico de laboratorio,Universitario de grado incompleto,Es un argumento,Es un argumento,No es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,a) Este veneno debería ser prohibido.,Nuestra alimentación y la actividad física son muy importantes para nuestro desarrollo.,El hierro se dilata al ser calentado
18/07/2022 15:23:56,,40,Varón,Administrativo,Terciario incompleto,Es un argumento,No es un argumento,,No es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,a) Este veneno debería ser prohibido.,Tenemos que tratar de comer variado y de hacer mucho deporte.,El hierro se dilata al ser calentado
18/07/2022 15:29:01,,23,Varón,call center,Universitario de grado incompleto,Es un argumento,Es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,"d) Por lo tanto, una casualidad tuvo una importancia crucial para la historia moderna",d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,a) Este veneno debería ser prohibido.,Nuestra alimentación y la actividad física son muy importantes para nuestro desarrollo.,El hierro se dilata al ser calentado
18/07/2022 15:30:13,,19,Varón,Estudiante universitario ,Universitario de grado incompleto,Es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,a) Este veneno debería ser prohibido.,Tratar de comer variado y hacer mucho deporte.,El hierro se dilata al ser calentado
18/07/2022 15:30:44,,28,Mujer,Redactora,Universitario de grado completo,Es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,a) Este veneno debería ser prohibido.,Tenemos que tratar de comer variado y de hacer mucho deporte.,El hierro se dilata al ser calentado
18/07/2022 15:38:44,,30,Mujer,estudiante de doctorado,Posgrado incompleto,No es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,"d) Por lo tanto, una casualidad tuvo una importancia crucial para la historia moderna",d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,e) Tenemos la obligación de decir esto.,Así que tenemos que tratar de comer variado.,El hierro se dilata al ser calentado
18/07/2022 15:38:54,,49,Mujer,Docente,Terciario completo,Es un argumento,Es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,c) Se les inoculó el veneno experimental de Soros y Bill Gates.,Nuestra alimentación y la actividad física son muy importantes para nuestro desarrollo.,El hierro se dilata al ser calentado
18/07/2022 15:41:09,,46,Varón,Analista de sistemas,Terciario completo,Es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,d) Porque se les inoculó el veneno experimental de Soros y Bill Gates.,Nuestra alimentación y la actividad física son muy importantes para nuestro desarrollo.,El hierro se dilata al ser calentado
18/07/2022 15:43:22,,31,Mujer,Periodista,Universitario de grado completo,Es un argumento,No es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,e) Colón buscaba una nueva vía hacia las Indias,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,e) Gracias a las contribuciones previas de Kepler y Galileo,c) Se les inoculó el veneno experimental de Soros y Bill Gates.,Nuestra alimentación y la actividad física son muy importantes para nuestro desarrollo.,El hierro es un elemento abundante en la corteza terrestre
18/07/2022 15:45:39,,29,Varón,Politólogo ,Posgrado completo,Es un argumento,Es un argumento,No es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,"d) Por lo tanto, una casualidad tuvo una importancia crucial para la historia moderna",d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,b) Cientos de personas en todo el mundo murieron.,Tenemos que tratar de comer variado y de hacer mucho deporte.,El hierro se dilata al ser calentado
18/07/2022 15:50:23,,33,Varón,Ing. en Informática,Universitario de grado completo,Es un argumento,Es un argumento,No es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,c) Se les inoculó el veneno experimental de Soros y Bill Gates.,Tenemos que tratar de comer variado y de hacer mucho deporte.,El hierro se dilata al ser calentado
18/07/2022 15:56:56,,32,Mujer,Desempleada,Universitario de grado incompleto,Es un argumento,No es un argumento,,Es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,"d) Por lo tanto, una casualidad tuvo una importancia crucial para la historia moderna",d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,a) Este veneno debería ser prohibido.,Nuestra alimentación y la actividad física son muy importantes para nuestro desarrollo.,El hierro se dilata al ser calentado
18/07/2022 16:01:51,,25,Mujer,estudiante universitaria,Universitario de grado incompleto,Es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,e) Tenemos la obligación de decir esto.,Nuestra alimentación y la actividad física son muy importantes para nuestro desarrollo.,El hierro se dilata al ser calentado
18/07/2022 16:04:06,,26,Mujer,-,Universitario de grado incompleto,Es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,a) Este veneno debería ser prohibido.,Nuestra alimentación y la actividad física son muy importantes para nuestro desarrollo.,El hierro se dilata al ser calentado
18/07/2022 16:15:47,,41,Varón,Psicólogo ,Posgrado completo,Es un argumento,No es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,Es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,e) Cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,a) Este veneno debería ser prohibido.,Nuestra alimentación y la actividad física son muy importantes para nuestro desarrollo.,El hierro se dilata al ser calentado
18/07/2022 16:26:35,,37,Varón,Ingeniero ,Posgrado completo,Es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,c) Se les inoculó el veneno experimental de Soros y Bill Gates.,Nuestra alimentación y la actividad física son muy importantes para nuestro desarrollo.,El hierro se dilata al ser calentado
18/07/2022 16:29:55,,35,Varón,Docente,Universitario de grado incompleto,Es un argumento,Es un argumento,Es un argumento,No es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,a) Este veneno debería ser prohibido.,Tenemos que tratar de comer variado y de hacer mucho deporte.,El hierro se dilata al ser calentado
18/07/2022 16:38:45,,24,Varón,Estudiante universitario ,Secundario completo,Es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,e) Colón buscaba una nueva vía hacia las Indias,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,b) Cientos de personas en todo el mundo murieron.,Nuestra alimentación y la actividad física son muy importantes.,El hierro se dilata al ser calentado
18/07/2022 16:38:57,,45,Varón,Empleado,Universitario de grado incompleto,Es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,a) Porque Colón buscaba una nueva vía hacia las Indias,b) Porque Franklin era una gran cristalógrafa,b) Newton pudo hacer descubrimientos espectaculares en buena medida gracias a las contribuciones previas de Kepler y Galileo,e) Tenemos la obligación de decir esto.,Nuestra alimentación y la actividad física son muy importantes para nuestro desarrollo.,El hierro se dilata al ser calentado
18/07/2022 16:39:33,,71,Mujer,Ama de casa,Secundario completo,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,b) El continente americano fue descubierto,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,b) Newton pudo hacer descubrimientos espectaculares en buena medida gracias a las contribuciones previas de Kepler y Galileo,e) Tenemos la obligación de decir esto.,Tratar de comer variado y hacer mucho deporte.,El hierro es un elemento abundante en la corteza terrestre
18/07/2022 16:41:13,,41,Varón,Docente universitario ,Posgrado completo,Es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,c) Se les inoculó el veneno experimental de Soros y Bill Gates.,Nuestra alimentación y la actividad física son muy importantes para nuestro desarrollo.,El hierro es un metal al igual que el cobre y la plata
18/07/2022 16:48:08,,63,Varón,Jubilado,Terciario incompleto,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,"d) Por lo tanto, una casualidad tuvo una importancia crucial para la historia moderna",d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,e) Gracias a las contribuciones previas de Kepler y Galileo,e) Tenemos la obligación de decir esto.,Nuestra alimentación y la actividad física son muy importantes para nuestro desarrollo.,El cobre y la plata son metales
18/07/2022 17:03:21,,24,Varón,Descargo cosas y las organizo en un depósito ,Terciario incompleto,Es un argumento,Es un argumento,Es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,a) Este veneno debería ser prohibido.,Tenemos que tratar de comer variado y de hacer mucho deporte.,El hierro se dilata al ser calentado
18/07/2022 17:04:30,,19,Mujer,Estudiante de ING. ambiental y empleada,Universitario de grado incompleto,Es un argumento,No es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,No es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,No es un argumento,No es un argumento,Es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,a) Este veneno debería ser prohibido.,Tenemos que tratar de comer variado y de hacer mucho deporte.,El hierro es un elemento abundante en la corteza terrestre
18/07/2022 17:05:42,,30,Varón,Docente,Universitario de grado completo,No es un argumento,Es un argumento,Es un argumento,No es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,Es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,c) Franklin era una gran cristalógrafa,b) Newton pudo hacer descubrimientos espectaculares en buena medida gracias a las contribuciones previas de Kepler y Galileo,a) Este veneno debería ser prohibido.,Nuestra alimentación y la actividad física son muy importantes.,El cobre y la plata son metales
18/07/2022 17:20:14,,1980,Varón,,Posgrado completo,No es un argumento,No es un argumento,Es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,b) Cientos de personas en todo el mundo murieron.,Nuestra alimentación y la actividad física son muy importantes para nuestro desarrollo.,El hierro es un metal
18/07/2022 17:26:06,,26,Varón,Abogado,Universitario de grado completo,Es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,"d) Por lo tanto, una casualidad tuvo una importancia crucial para la historia moderna",d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,a) Este veneno debería ser prohibido.,Tenemos que tratar de comer variado y de hacer mucho deporte.,El hierro se dilata al ser calentado
18/07/2022 17:28:26,,34,Mujer,Estudiante ,Universitario de grado completo,No es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,b) El continente americano fue descubierto,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,a) Este veneno debería ser prohibido.,Nuestra alimentación y la actividad física son muy importantes para nuestro desarrollo.,El hierro se dilata al ser calentado
18/07/2022 17:34:45,,38,Varón,Analista programador,Universitario de grado completo,Es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,c) Se les inoculó el veneno experimental de Soros y Bill Gates.,Tenemos que tratar de comer variado y de hacer mucho deporte.,El hierro se dilata al ser calentado
18/07/2022 17:39:22,,38,Varón,Investigador,Posgrado completo,No es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,a) Este veneno debería ser prohibido.,Tenemos que tratar de comer variado y de hacer mucho deporte.,El hierro se dilata al ser calentado
